age,annual_income,employment_length,loan_interest_rate,loan_percent_income,person_home_ownership,person_default_on_file,person_cred_history_length,loan_status
22,98000,1,9.630,0.090,MORTGAGE,N,2,1
24,98004,5,8.490,0.030,MORTGAGE,N,3,1
25,110004,9,7.660,0.140,MORTGAGE,N,4,0
24,28000,6,10.370,0.360,OWN,N,2,0
25,112000,0,6.990,0.140,MORTGAGE,N,4,0
25,102000,7,20.160,0.250,MORTGAGE,Y,4,1
24,115000,7,6.760,0.010,MORTGAGE,N,4,0
24,115000,8,7.510,0.090,OWN,N,3,0
26,115000,6,12.870,0.130,MORTGAGE,Y,3,0
25,39000,4,12.920,0.380,RENT,N,2,1
24,115500,8,7.750,0.090,MORTGAGE,N,4,0
25,115731,3,7.140,0.060,MORTGAGE,N,4,0
26,26400,8,5.790,0.300,OWN,N,4,0
26,117000,8,7.510,0.050,MORTGAGE,N,4,0
24,118000,8,5.420,0.040,MORTGAGE,N,2,0
25,118000,8,7.880,0.130,MORTGAGE,N,4,0
25,118000,8,11.120,0.210,MORTGAGE,N,2,0
22,107000,6,19.690,0.220,MORTGAGE,Y,2,1
24,119500,8,12.180,0.030,OWN,N,2,0
25,120000,1,14.270,0.030,MORTGAGE,Y,4,0
25,120000,5,7.900,0.170,MORTGAGE,N,2,0
24,120000,3,15.620,0.060,MORTGAGE,N,2,0
26,120000,10,13.490,0.050,MORTGAGE,Y,3,0
22,44000,5,11.110,0.340,RENT,N,3,1
26,108000,8,11.490,0.140,MORTGAGE,N,3,1
24,120000,8,10.740,0.120,MORTGAGE,N,3,0
26,50400,10,10.750,0.300,RENT,N,2,0
25,120000,9,10.740,0.230,MORTGAGE,N,3,0
25,120000,4,6.760,0.050,MORTGAGE,N,3,0
26,120000,10,14.590,0.080,MORTGAGE,Y,2,0
24,120000,8,14.260,0.170,OWN,Y,2,0
26,120000,1,17.740,0.170,MORTGAGE,Y,3,0
26,120000,10,13.790,0.170,MORTGAGE,Y,4,0
23,108000,7,11.260,0.170,MORTGAGE,N,2,1
25,120000,9,11.140,0.170,MORTGAGE,N,4,0
26,120000,7,15.760,0.210,MORTGAGE,N,4,0
24,120000,8,11.660,0.080,MORTGAGE,Y,2,0
25,121680,3,10.370,0.120,MORTGAGE,N,3,0
22,18000,0,18.640,0.080,RENT,N,2,1
25,123996,9,6.540,0.080,OWN,N,3,0
25,24000,7,5.420,0.250,OWN,N,3,0
24,125000,3,9.910,0.220,OWN,N,3,0
26,125000,5,12.530,0.060,MORTGAGE,N,2,0
21,50000,0,15.700,0.300,RENT,Y,3,1
25,125000,1,14.420,0.110,MORTGAGE,N,4,0
25,125004,0,7.880,0.120,MORTGAGE,N,3,0
26,114000,4,10.000,0.050,MORTGAGE,N,2,1
26,126000,4,13.920,0.060,MORTGAGE,N,3,0
26,127500,7,7.510,0.080,MORTGAGE,N,3,0
25,128500,1,12.530,0.120,MORTGAGE,Y,3,0
24,60000,6,13.990,0.250,RENT,N,4,0
24,60000,7,13.850,0.250,RENT,Y,2,0
24,130000,4,10.740,0.190,MORTGAGE,N,3,0
25,130000,0,6.540,0.050,MORTGAGE,N,3,0
24,130000,8,7.880,0.120,MORTGAGE,N,4,0
24,61284,3,18.250,0.240,RENT,Y,4,0
25,130000,3,11.360,0.190,MORTGAGE,N,3,0
24,130000,0,14.260,0.120,MORTGAGE,Y,4,0
26,65000,5,7.660,0.230,RENT,N,4,0
25,120000,4,10.990,0.210,MORTGAGE,N,2,1
26,132500,1,12.690,0.090,MORTGAGE,N,3,0
26,132750,8,11.490,0.090,MORTGAGE,N,4,0
24,133000,8,11.990,0.020,MORTGAGE,N,4,0
25,134748,4,10.750,0.190,MORTGAGE,N,3,0
25,135000,9,15.620,0.070,MORTGAGE,Y,3,0
25,70000,9,16.020,0.210,RENT,N,4,0
24,140000,5,10.740,0.180,MORTGAGE,N,4,0
24,140000,8,10.360,0.180,MORTGAGE,N,2,0
26,140000,5,14.590,0.090,MORTGAGE,Y,3,0
21,69000,0,15.280,0.220,RENT,Y,4,1
25,128000,4,11.580,0.080,MORTGAGE,N,2,1
25,69000,0,16.700,0.220,RENT,Y,3,1
24,144000,4,7.660,0.100,MORTGAGE,N,3,0
24,145000,0,10.990,0.050,MORTGAGE,N,3,0
24,20000,2,8.940,0.150,OWN,N,2,0
25,145000,9,8.490,0.060,MORTGAGE,N,3,0
21,19800,4,14.590,0.340,OWN,N,2,1
26,147000,3,6.920,0.030,MORTGAGE,N,3,0
25,136112,9,19.420,0.110,MORTGAGE,N,2,1
25,150000,3,6.540,0.100,MORTGAGE,N,2,0
24,90000,6,17.270,0.170,RENT,Y,4,0
24,90000,8,17.580,0.170,RENT,N,3,0
25,150000,7,10.380,0.150,MORTGAGE,N,4,0
24,90000,3,11.860,0.170,RENT,N,2,0
24,151000,8,14.270,0.230,MORTGAGE,Y,2,0
24,82308,4,10.360,0.180,RENT,N,4,0
25,154000,2,12.610,0.060,MORTGAGE,Y,4,0
21,18000,5,7.400,0.360,OWN,N,3,1
25,155004,9,7.490,0.070,MORTGAGE,N,2,0
26,156000,2,10.650,0.220,MORTGAGE,N,4,0
24,59000,7,14.960,0.260,RENT,N,4,0
26,145000,9,10.250,0.140,MORTGAGE,N,2,1
26,159960,11,7.490,0.110,MORTGAGE,N,3,0
24,160000,8,19.690,0.130,MORTGAGE,Y,2,0
25,110000,5,15.330,0.140,RENT,Y,4,0
24,63000,1,6.540,0.250,RENT,N,2,0
24,76000,6,10.990,0.210,RENT,N,3,0
24,79500,8,11.140,0.200,RENT,N,4,0
26,170000,0,10.370,0.120,MORTGAGE,N,3,0
26,81000,7,13.850,0.200,RENT,Y,2,0
24,94000,8,11.890,0.170,RENT,N,3,0
25,180000,9,12.420,0.030,MORTGAGE,N,4,0
25,180488,9,12.870,0.130,MORTGAGE,N,2,0
23,168952,5,8.940,0.070,MORTGAGE,N,2,1
24,100000,5,11.120,0.160,RENT,N,3,0
26,185000,10,11.120,0.030,MORTGAGE,N,4,0
25,190000,6,7.490,0.130,MORTGAGE,N,3,0
25,195054,9,10.590,0.050,MORTGAGE,N,2,0
26,200000,10,11.710,0.060,MORTGAGE,N,2,0
25,200000,0,14.960,0.120,OWN,Y,3,0
25,188000,9,13.240,0.130,MORTGAGE,Y,4,1
25,210000,9,9.910,0.040,MORTGAGE,N,4,0
25,225000,9,11.110,0.090,MORTGAGE,N,3,0
25,253000,5,17.260,0.100,MORTGAGE,N,4,1
24,125000,9,10.990,0.150,RENT,N,3,0
24,90000,1,9.760,0.220,RENT,N,2,0
21,9600,4,15.990,0.210,RENT,N,3,1
25,47000,9,15.700,0.420,RENT,N,4,1
21,9000,4,15.230,0.330,RENT,N,4,1
23,9000,4,13.350,0.220,OWN,N,2,1
26,7904,0,10.710,0.060,MORTGAGE,N,3,0
24,7500,0,13.480,0.160,RENT,N,4,1
25,216000,2,16.070,0.120,MORTGAGE,N,2,0
26,30000,0,13.220,0.500,OWN,Y,2,0
24,30000,7,12.610,0.330,OWN,Y,2,0
25,62500,6,10.370,0.060,RENT,N,3,0
24,49000,0,12.180,0.100,MORTGAGE,N,3,1
25,128500,1,12.530,0.120,MORTGAGE,Y,3,0
23,21600,2,14.420,0.280,RENT,N,2,1
25,85000,9,7.290,0.070,RENT,N,3,0
26,58000,0,10.250,0.340,RENT,N,4,1
24,75000,5,5.990,0.160,MORTGAGE,N,4,0
24,74900,8,6.390,0.050,MORTGAGE,N,3,0
23,72000,6,13.610,0.170,MORTGAGE,N,4,1
24,70000,1,11.830,0.130,MORTGAGE,N,3,0
24,72000,5,10.000,0.110,RENT,N,2,0
26,159960,11,7.490,0.110,MORTGAGE,N,2,0
24,23500,2,10.380,0.300,MORTGAGE,N,4,0
25,65000,4,13.490,0.230,RENT,Y,3,0
25,150000,2,7.740,0.060,RENT,N,2,0
25,150000,9,8.880,0.130,MORTGAGE,N,4,0
24,55000,8,8.590,0.100,MORTGAGE,N,4,0
25,70000,2,13.790,0.100,RENT,Y,2,0
24,45000,2,11.890,0.200,MORTGAGE,N,4,0
22,23587,4,11.890,0.080,RENT,N,2,1
26,136000,2,14.720,0.090,RENT,Y,3,0
25,36000,3,12.730,0.190,MORTGAGE,N,4,0
25,150000,9,10.370,0.170,MORTGAGE,N,2,0
26,67000,10,12.210,0.150,MORTGAGE,N,3,0
24,60000,9,11.830,0.250,OWN,N,3,0
23,13000,3,15.210,0.220,RENT,N,2,1
21,18000,2,14.720,0.320,RENT,Y,2,1
25,38496,7,6.030,0.210,MORTGAGE,N,3,0
22,41000,6,7.900,0.170,MORTGAGE,N,2,1
25,175000,4,15.050,0.060,RENT,N,3,0
24,133000,5,11.710,0.130,RENT,N,3,0
26,80000,10,16.070,0.190,MORTGAGE,Y,2,0
24,127000,3,15.050,0.090,MORTGAGE,Y,3,0
26,22406,5,6.760,0.110,RENT,N,2,1
23,19250,1,16.820,0.320,RENT,N,2,1
25,54000,5,9.620,0.090,MORTGAGE,N,4,0
24,73440,7,6.990,0.100,MORTGAGE,N,4,0
24,57000,5,5.420,0.140,MORTGAGE,N,4,0
26,89000,10,10.990,0.090,MORTGAGE,N,3,0
26,60000,8,10.650,0.200,MORTGAGE,N,2,0
26,70000,0,14.840,0.110,MORTGAGE,N,3,0
26,63000,10,7.680,0.060,MORTGAGE,N,4,0
25,80004,5,9.620,0.120,RENT,N,4,0
24,93000,2,9.910,0.020,RENT,N,2,1
25,78000,0,9.640,0.320,MORTGAGE,N,4,0
25,65000,9,11.660,0.110,OWN,Y,3,0
25,105000,9,15.230,0.050,MORTGAGE,Y,2,0
26,32450,5,6.990,0.100,MORTGAGE,N,2,0
26,12000,2,7.510,0.510,OWN,N,4,1
25,30000,3,5.990,0.400,MORTGAGE,N,4,1
25,54996,0,8.940,0.180,MORTGAGE,N,4,0
25,24000,7,5.420,0.250,OWN,N,4,0
23,39000,2,15.200,0.260,RENT,N,4,1
24,50000,2,5.420,0.140,MORTGAGE,N,3,0
26,155142,6,18.250,0.150,MORTGAGE,N,2,0
26,44000,0,6.910,0.190,MORTGAGE,N,4,0
26,95000,10,15.960,0.160,MORTGAGE,N,3,0
25,63000,9,8.490,0.320,MORTGAGE,N,2,0
26,80000,5,8.000,0.040,MORTGAGE,N,3,0
25,90000,9,5.420,0.110,MORTGAGE,N,4,0
24,54996,2,11.890,0.430,RENT,N,4,1
24,62400,8,8.900,0.060,MORTGAGE,N,4,0
24,47211,8,11.830,0.210,OWN,N,3,0
26,95000,0,14.960,0.210,MORTGAGE,N,4,0
24,94000,6,12.990,0.100,RENT,N,2,0
25,59004,1,14.840,0.340,RENT,N,4,1
24,72000,2,7.490,0.080,MORTGAGE,N,2,0
24,62000,4,13.490,0.030,RENT,Y,3,0
24,50000,7,16.890,0.220,MORTGAGE,Y,2,0
22,44000,3,13.430,0.080,RENT,Y,3,1
25,80000,4,12.610,0.190,MORTGAGE,N,2,0
24,120000,4,13.610,0.080,RENT,N,2,0
21,56000,5,16.000,0.270,RENT,Y,4,1
24,72000,5,12.210,0.110,MORTGAGE,N,3,0
24,42000,8,6.620,0.190,OWN,N,2,0
22,37200,6,7.900,0.190,RENT,N,2,1
24,75000,6,11.710,0.200,RENT,N,4,0
24,106000,6,12.690,0.120,RENT,N,4,1
26,38000,10,15.330,0.390,MORTGAGE,N,3,0
24,62500,8,13.220,0.100,OWN,N,3,0
24,90000,8,11.340,0.060,MORTGAGE,Y,3,0
24,70000,2,7.510,0.240,MORTGAGE,N,4,0
22,107000,6,19.690,0.220,MORTGAGE,Y,4,1
23,108366,7,20.250,0.320,RENT,N,2,1
25,70000,6,10.370,0.170,MORTGAGE,N,4,0
24,55000,8,5.790,0.180,MORTGAGE,N,2,0
25,98000,0,7.370,0.020,OWN,N,3,0
25,100000,2,16.490,0.210,RENT,Y,3,1
22,13200,0,9.910,0.190,RENT,N,3,1
24,42000,2,8.590,0.170,MORTGAGE,N,3,0
24,67000,2,10.370,0.180,MORTGAGE,N,3,0
26,122500,1,10.650,0.080,RENT,N,2,0
24,85000,0,6.910,0.190,RENT,N,3,0
23,69000,0,14.960,0.220,MORTGAGE,N,4,1
24,105000,2,7.660,0.130,RENT,N,3,0
34,89000,3,18.250,0.390,RENT,N,8,1
29,338000,3,17.800,0.070,RENT,N,8,1
30,340000,2,18.300,0.070,MORTGAGE,N,8,0
31,305000,0,17.580,0.110,MORTGAGE,Y,10,0
29,105000,6,5.990,0.290,RENT,N,8,0
35,280000,19,12.990,0.080,MORTGAGE,N,8,0
28,280000,3,11.360,0.070,MORTGAGE,N,5,0
30,270000,7,19.690,0.130,MORTGAGE,N,8,0
30,267000,7,10.360,0.090,MORTGAGE,N,9,0
31,73000,15,11.110,0.410,RENT,N,7,1
29,260000,0,10.370,0.080,MORTGAGE,N,9,0
27,238000,11,17.270,0.050,RENT,N,7,1
34,12000,0,10.990,0.270,OWN,N,5,1
28,96000,3,7.900,0.290,RENT,N,10,0
29,12000,0,11.140,0.380,OWN,N,6,1
29,48000,9,13.610,0.520,RENT,Y,8,1
30,210000,2,12.870,0.120,MORTGAGE,Y,6,0
30,54383,5,15.650,0.460,RENT,Y,7,1
27,204000,3,15.310,0.120,MORTGAGE,Y,6,0
31,60000,4,8.900,0.420,RENT,N,10,1
32,200000,6,19.030,0.170,RENT,Y,8,0
35,200000,0,10.990,0.090,MORTGAGE,N,10,0
32,63235,3,10.250,0.400,RENT,N,8,1
30,200000,0,8.590,0.050,MORTGAGE,N,7,0
35,192000,11,11.990,0.050,MORTGAGE,N,9,0
28,190000,1,17.490,0.180,MORTGAGE,N,6,0
29,190000,1,9.880,0.040,RENT,N,9,0
33,190000,10,14.110,0.110,MORTGAGE,N,10,0
27,186000,0,10.990,0.020,MORTGAGE,N,5,0
30,85000,3,12.210,0.290,RENT,N,6,0
28,175000,7,7.900,0.030,RENT,N,10,0
33,100000,1,11.660,0.250,RENT,N,9,0
28,15000,0,15.370,0.270,MORTGAGE,N,10,1
35,15000,3,9.320,0.250,OWN,N,6,1
29,105996,13,14.830,0.240,RENT,N,9,0
30,175000,2,7.680,0.030,MORTGAGE,N,7,0
28,140000,11,13.110,0.180,RENT,Y,7,0
27,165000,6,12.990,0.210,MORTGAGE,N,9,0
31,165000,3,12.610,0.090,MORTGAGE,N,7,0
30,170000,14,15.210,0.150,RENT,N,5,0
28,78000,12,18.360,0.320,RENT,N,5,1
27,160000,11,8.490,0.100,MORTGAGE,N,5,0
28,148000,0,15.650,0.100,MORTGAGE,Y,5,1
31,118320,1,12.530,0.200,RENT,N,5,0
29,126000,10,16.700,0.190,RENT,Y,7,0
30,65000,4,7.900,0.370,RENT,N,5,1
31,95000,3,13.670,0.250,RENT,Y,10,0
29,110000,4,18.390,0.220,RENT,Y,8,0
29,91440,13,6.540,0.250,RENT,N,7,0
31,120000,7,19.030,0.180,RENT,Y,5,0
30,132000,14,10.620,0.160,RENT,N,8,0
33,57500,2,16.290,0.370,RENT,Y,5,1
30,19200,2,13.610,0.250,MORTGAGE,Y,8,1
34,138000,0,18.790,0.150,RENT,N,10,1
33,50000,0,6.540,0.410,RENT,N,7,1
29,72000,8,11.490,0.280,RENT,N,7,0
30,20000,14,6.990,0.190,OWN,N,5,0
28,20000,0,8.590,0.250,MORTGAGE,N,7,0
30,52500,2,10.370,0.380,RENT,N,7,1
35,54996,12,6.620,0.360,RENT,N,9,1
27,56000,5,12.180,0.360,RENT,N,10,1
29,65000,3,8.900,0.310,RENT,N,10,1
30,65000,5,11.990,0.310,RENT,N,8,1
34,65000,3,6.540,0.310,RENT,N,5,1
32,66000,4,8.900,0.300,RENT,N,9,0
27,72000,4,9.250,0.280,RENT,N,10,0
28,75000,6,13.490,0.270,RENT,N,5,0
28,75000,0,11.110,0.270,RENT,N,7,0
27,21403,2,11.120,0.100,MORTGAGE,N,7,0
28,78000,5,11.480,0.260,RENT,N,5,0
27,72000,4,13.220,0.280,RENT,N,9,1
28,21600,11,11.490,0.370,OWN,N,5,0
31,73000,1,15.050,0.270,RENT,Y,5,1
27,21600,11,10.620,0.190,OWN,N,9,0
27,84000,1,13.490,0.240,RENT,N,8,0
28,84996,12,13.920,0.240,RENT,N,9,0
28,84996,8,13.920,0.240,RENT,N,9,0
29,73000,1,11.830,0.270,RENT,N,9,1
29,85155,13,14.610,0.230,RENT,N,6,0
27,87000,3,7.490,0.230,RENT,N,8,0
27,81500,2,17.510,0.250,RENT,Y,8,1
28,94050,7,14.260,0.210,RENT,Y,9,0
31,96588,2,10.950,0.210,RENT,N,9,0
28,86652,5,11.580,0.230,RENT,N,5,1
31,100000,6,12.420,0.200,RENT,N,9,0
35,102000,3,13.850,0.200,RENT,N,10,0
27,98000,11,16.000,0.200,RENT,N,8,1
34,135000,6,17.740,0.150,RENT,Y,8,0
34,148080,0,8.900,0.140,RENT,N,6,0
31,155000,3,10.740,0.130,RENT,N,6,0
28,12000,1,16.320,0.080,RENT,Y,9,1
28,58000,5,14.090,0.330,RENT,N,8,1
28,24000,2,11.990,0.400,MORTGAGE,N,8,0
34,51312,0,13.850,0.350,RENT,N,10,1
33,60000,7,8.490,0.300,RENT,N,5,0
28,63000,12,10.650,0.290,RENT,N,9,0
35,66000,0,9.990,0.270,RENT,N,8,0
33,67800,3,10.080,0.270,RENT,N,6,0
33,67000,8,13.110,0.270,RENT,Y,7,1
31,75000,4,8.900,0.240,RENT,N,6,0
34,24000,4,13.980,0.100,OWN,N,9,0
28,80000,8,10.590,0.230,RENT,N,10,0
31,78000,0,18.790,0.230,RENT,N,9,1
30,101500,2,12.180,0.180,RENT,N,7,0
31,24000,1,8.940,0.050,OWN,N,5,0
30,24000,7,8.940,0.250,MORTGAGE,N,7,0
31,114237,15,14.720,0.150,RENT,Y,6,0
29,60000,13,14.960,0.280,RENT,N,8,0
28,25000,12,14.270,0.420,MORTGAGE,Y,6,0
28,80000,3,13.850,0.210,RENT,Y,8,0
32,115000,16,11.120,0.150,RENT,N,6,0
29,25000,9,9.620,0.100,OWN,N,5,0
28,25000,5,14.720,0.240,MORTGAGE,N,10,0
31,39000,0,16.020,0.420,RENT,N,10,1
28,70000,0,11.830,0.230,RENT,N,9,0
30,25056,3,12.420,0.080,MORTGAGE,N,7,0
30,50000,4,16.770,0.320,RENT,N,5,1
31,69000,12,5.990,0.230,RENT,N,6,0
31,26000,1,14.270,0.090,MORTGAGE,N,9,0
31,26010,2,9.990,0.250,MORTGAGE,N,9,0
30,69000,0,8.590,0.010,RENT,N,5,1
34,65000,4,6.540,0.020,RENT,N,7,0
32,27385,3,12.990,0.070,MORTGAGE,Y,9,1
29,27996,5,5.420,0.060,OWN,N,6,0
32,28000,5,10.990,0.270,MORTGAGE,N,6,0
28,60000,12,16.770,0.030,RENT,Y,8,0
32,80000,6,10.740,0.020,RENT,N,10,0
33,18000,1,9.880,0.090,RENT,N,5,1
29,20400,4,7.900,0.100,RENT,N,9,1
32,25000,3,13.160,0.080,RENT,Y,8,1
31,29766,15,8.940,0.470,MORTGAGE,N,8,0
29,100000,3,12.040,0.150,RENT,N,10,0
27,104371,4,16.770,0.140,RENT,N,5,0
31,105000,9,10.590,0.140,RENT,N,8,0
27,132000,2,11.120,0.110,RENT,N,5,0
28,143000,5,12.530,0.100,RENT,N,6,0
31,200000,5,11.360,0.070,RENT,N,8,0
32,230000,0,5.990,0.070,RENT,N,5,0
34,30000,2,12.530,0.500,RENT,N,10,1
27,51000,1,7.740,0.040,RENT,N,6,0
29,54000,1,10.010,0.040,RENT,N,7,0
27,60000,2,9.910,0.030,RENT,N,9,0
29,102400,2,8.880,0.020,RENT,N,7,0
35,30000,3,13.430,0.330,MORTGAGE,N,7,1
31,30000,1,8.880,0.070,RENT,N,7,1
33,30000,17,5.790,0.330,MORTGAGE,N,6,0
28,29000,8,11.990,0.480,RENT,N,9,1
28,30000,1,12.980,0.250,OWN,N,8,0
29,17004,8,9.320,0.130,RENT,N,5,1
27,70000,8,10.740,0.030,RENT,N,8,0
27,15600,1,18.250,0.140,RENT,N,6,1
31,22800,3,8.490,0.110,RENT,N,8,1
29,30000,2,12.840,0.270,MORTGAGE,N,8,0
28,70000,4,10.650,0.030,RENT,N,7,0
28,86400,1,11.490,0.030,RENT,N,8,0
31,30016,3,8.940,0.370,OWN,N,10,0
31,30792,15,8.320,0.160,MORTGAGE,N,9,0
27,31000,3,10.650,0.180,OWN,N,7,0
30,31000,14,10.650,0.080,MORTGAGE,N,5,1
31,36000,5,20.300,0.360,RENT,Y,5,1
27,31200,1,7.740,0.240,MORTGAGE,N,8,0
31,30000,1,13.570,0.080,RENT,Y,8,1
29,32000,13,5.990,0.250,MORTGAGE,N,7,0
31,50000,5,17.040,0.050,RENT,Y,10,0
30,32000,4,14.790,0.210,MORTGAGE,N,10,0
33,53000,6,9.990,0.050,RENT,N,7,0
34,32000,12,6.170,0.070,MORTGAGE,N,6,0
32,115000,1,11.890,0.020,RENT,N,6,0
27,15600,11,10.650,0.180,RENT,N,5,1
27,32000,2,11.890,0.440,MORTGAGE,N,7,0
31,32400,14,7.490,0.090,MORTGAGE,N,10,0
35,16800,0,5.420,0.180,RENT,N,7,1
31,16800,0,14.260,0.180,RENT,Y,7,1
29,18000,2,12.690,0.170,RENT,N,8,1
33,33000,6,6.030,0.180,MORTGAGE,N,5,0
27,33267,5,12.180,0.100,MORTGAGE,N,6,0
32,33280,6,10.590,0.070,MORTGAGE,N,10,0
28,33400,12,7.660,0.500,MORTGAGE,N,9,0
29,33600,0,11.120,0.180,MORTGAGE,N,7,0
30,33600,12,13.480,0.090,MORTGAGE,N,9,0
31,33600,1,12.530,0.450,MORTGAGE,N,6,0
32,46000,0,16.290,0.070,RENT,N,9,1
29,44400,2,15.990,0.270,RENT,N,5,1
29,50700,5,12.420,0.240,RENT,N,6,0
28,52000,0,13.350,0.230,RENT,N,5,0
35,52500,3,10.360,0.230,RENT,N,8,0
33,53000,1,12.840,0.230,RENT,N,5,0
32,47004,7,12.530,0.260,RENT,N,5,1
32,49000,2,11.110,0.240,RENT,N,9,1
28,55000,4,10.360,0.220,RENT,N,7,0
31,55000,3,13.230,0.220,RENT,N,10,0
27,34560,8,16.400,0.310,MORTGAGE,N,7,0
33,49000,2,16.490,0.060,RENT,N,7,1
31,56000,15,14.270,0.050,RENT,Y,5,0
27,62000,5,9.700,0.050,RENT,N,9,0
31,65000,2,5.420,0.050,RENT,N,5,0
33,35000,3,10.990,0.290,MORTGAGE,N,5,0
30,72000,2,11.830,0.040,RENT,N,5,0
28,130000,0,14.220,0.020,RENT,N,8,0
27,35000,6,12.680,0.140,MORTGAGE,N,5,0
34,35000,12,13.350,0.140,MORTGAGE,N,9,0
31,18240,0,9.630,0.180,RENT,N,8,1
30,35000,2,9.880,0.150,MORTGAGE,N,6,0
35,34000,15,9.990,0.090,RENT,N,7,1
28,71000,0,14.610,0.050,RENT,Y,5,1
33,95000,6,7.510,0.030,RENT,N,5,0
30,35004,3,11.990,0.270,MORTGAGE,N,8,0
28,35004,3,13.230,0.460,MORTGAGE,Y,9,0
35,19000,2,13.850,0.170,RENT,N,6,1
28,17004,4,7.680,0.210,RENT,N,8,1
28,24000,2,14.720,0.150,RENT,Y,6,1
30,36000,3,10.650,0.070,MORTGAGE,N,10,0
31,36000,2,7.510,0.130,MORTGAGE,N,5,0
30,30000,3,11.990,0.150,MORTGAGE,N,5,1
32,36000,7,7.490,0.070,MORTGAGE,N,8,0
28,54263,0,11.660,0.060,RENT,N,5,0
29,62400,0,10.990,0.060,RENT,N,5,0
32,66504,11,11.990,0.050,RENT,N,8,0
31,68000,2,13.220,0.050,RENT,Y,5,0
31,28000,1,16.490,0.130,RENT,N,7,1
34,30000,5,6.920,0.120,RENT,N,6,1
27,36000,6,12.980,0.190,MORTGAGE,Y,7,0
27,36000,3,7.880,0.280,MORTGAGE,N,6,0
29,36000,4,7.140,0.150,OWN,N,6,0
27,36000,3,9.630,0.070,MORTGAGE,N,7,0
29,52000,2,15.620,0.210,RENT,Y,10,1
27,60000,0,10.710,0.180,RENT,N,7,0
34,93000,11,12.530,0.120,RENT,Y,10,0
31,94527,7,7.490,0.120,RENT,N,9,0
34,29000,0,9.630,0.370,RENT,N,10,1
33,36500,17,7.370,0.090,MORTGAGE,N,6,0
33,30500,1,9.330,0.330,MORTGAGE,N,6,1
31,36900,15,9.620,0.040,MORTGAGE,N,8,0
28,36960,6,13.610,0.410,OWN,Y,10,0
27,37000,5,10.990,0.220,OWN,N,10,0
29,37000,5,10.360,0.130,MORTGAGE,N,7,0
32,37000,11,11.860,0.320,MORTGAGE,N,9,0
28,60000,10,15.270,0.170,RENT,Y,6,0
31,66000,11,12.690,0.160,RENT,N,10,0
27,75600,11,12.690,0.140,RENT,N,5,0
32,50000,0,6.170,0.080,RENT,N,8,0
35,38000,5,6.620,0.130,MORTGAGE,N,7,0
32,38000,8,13.490,0.210,MORTGAGE,Y,6,0
29,27000,10,12.170,0.150,RENT,N,5,1
27,32000,3,9.990,0.140,MORTGAGE,N,8,1
30,15000,2,13.670,0.270,RENT,Y,7,1
28,20000,2,13.110,0.200,RENT,N,6,1
27,32304,6,6.760,0.040,MORTGAGE,N,9,1
29,26568,2,16.000,0.150,RENT,N,8,1
35,39000,5,10.990,0.380,MORTGAGE,N,9,0
35,33000,0,16.320,0.120,RENT,N,10,1
32,39600,0,15.990,0.040,MORTGAGE,N,8,0
27,39600,7,6.540,0.250,OWN,N,5,0
28,50000,1,10.590,0.080,RENT,N,10,0
30,39750,3,10.370,0.040,MORTGAGE,N,5,0
28,52000,0,10.750,0.080,RENT,N,8,0
27,47000,2,15.330,0.090,RENT,Y,10,1
29,55200,13,10.590,0.070,RENT,N,10,0
31,39996,8,14.350,0.100,OWN,Y,9,0
31,56000,9,5.790,0.070,RENT,N,9,0
32,60000,3,10.990,0.070,RENT,N,10,0
29,60000,0,7.880,0.070,RENT,N,6,0
28,61500,1,10.950,0.070,RENT,N,8,0
27,65000,2,5.990,0.060,RENT,N,5,0
29,72000,3,18.790,0.060,RENT,N,6,0
32,72000,6,10.000,0.060,RENT,N,6,0
29,75000,4,12.680,0.050,RENT,N,5,0
27,86095,5,13.990,0.050,RENT,N,8,0
27,34000,6,10.650,0.260,MORTGAGE,N,9,1
32,95000,16,7.490,0.040,RENT,N,8,0
28,40000,12,5.990,0.380,MORTGAGE,N,9,0
30,40000,5,8.490,0.240,MORTGAGE,N,10,0
28,40000,12,5.420,0.280,MORTGAGE,N,9,0
32,34000,4,5.990,0.220,MORTGAGE,N,7,1
31,32000,0,11.140,0.140,RENT,N,9,1
31,40000,5,9.990,0.280,MORTGAGE,N,8,0
28,34000,12,6.910,0.110,MORTGAGE,N,8,1
28,34000,7,12.230,0.070,MORTGAGE,Y,9,1
27,40000,4,14.720,0.200,MORTGAGE,N,9,0
28,49000,12,14.270,0.090,RENT,N,10,1
29,49362,3,12.610,0.090,RENT,N,6,1
29,74100,3,13.610,0.060,RENT,Y,6,0
32,37000,3,13.490,0.130,RENT,N,7,1
27,14000,5,10.000,0.340,RENT,N,9,1
33,34000,8,14.110,0.180,MORTGAGE,N,9,1
32,32400,4,9.990,0.150,RENT,N,6,1
32,40704,9,9.630,0.250,MORTGAGE,N,7,0
31,40740,16,8.490,0.160,MORTGAGE,N,6,0
27,40800,6,12.690,0.200,MORTGAGE,N,6,0
29,40800,11,14.220,0.080,MORTGAGE,Y,10,0
29,40800,0,7.740,0.050,MORTGAGE,N,8,0
30,56000,7,13.920,0.090,RENT,Y,9,0
28,57408,2,11.990,0.080,RENT,N,6,0
33,66000,5,13.570,0.070,RENT,N,7,0
30,41000,1,12.730,0.240,MORTGAGE,Y,10,0
30,120000,0,7.400,0.040,RENT,N,8,0
32,64052,3,10.740,0.080,RENT,N,9,0
